STRECKE_NR;RICHTUNG;KM_I;KM_L;BEZEICHNUNG;TECHN_SICHERUNG;STRASSENART;GEOGR_BREITE;GEOGR_LAENGE;GK_H_DGN;GK_R_DGN
1745;0;100960041;9,6 + 41;Bü 9.635 Verden - Rotenburg (Wümme);Schrankenabschluss;Strasse;52,98493048;9,30064665;5872544,649;3520267,503
1745;0;101070080;10,7 + 80;Bü 10.779 Verden - Rotenburg (Wümme);Schrankenabschluss;Strasse;52,99250236;9,3120843;5873390,565;3521031,99
1745;0;101430008;14,3 + 8;Bü 14.308 Verden - Rotenburg (Wümme);Schrankenabschluss;Strasse;53,02084028;9,33504529;5876551,112;3522559,05
1745;0;101570029;15,7 + 29;Bü 15.728 Verden - Rotenburg (Wümme);Schrankenabschluss;Strasse;53,03148875;9,34673229;5877739,862;3523337,568
1750;0;100990082;9,9 + 82;Bü 9.986 Wunstorf - Lehrte;Nicht technisch gesichert;Strasse;52,39214469;9,58951914;5806700,806;3540207,925
1750;0;103490058;34,9 + 58;Bü 34.965 Wunstorf - Lehrte;Schrankenabschluss;Strasse;52,37602965;9,87187167;5805101,879;3559450,558
1760;0;100830061;8,3 + 61;Bü 8.35 Hannover - Soest;Schrankenabschluss;Strasse;52,35398623;9,68747059;5802513,714;3546916,31
1760;0;100980029;9,8 + 29;Bü 9.83 Hannover - Soest;Schrankenabschluss;Strasse;52,34438926;9,67322558;5801436,719;3545955,684
1760;0;101080069;10,8 + 69;Bü 10.87 Hannover - Soest;Schrankenabschluss;Strasse;52,3364492;9,66519351;5800548,156;3545416,433
1760;0;101270041;12,7 + 41;Bü 12.738 Hannover - Soest;Schrankenabschluss;Strasse;52,32219009;9,65065587;5798952,519;3544439,803
1760;0;101410006;14,1 + 6;Bü 14.106 Hannover - Soest;Schrankenabschluss;Strasse;52,31081757;9,64321148;5797682,55;3543943,47
1760;0;101520091;15,2 + 91;Bü 15.291 Hannover - Soest;Schrankenabschluss;Strasse;52,3008872;9,63694553;5796573,811;3543525,853
1760;0;101610035;16,1 + 35;Bü 16.13 Hannover - Soest;Schrankenabschluss;Strasse;52,29367266;9,63312332;5795768,757;3543272,139
1760;0;101650019;16,5 + 19;Bü 16.517 Hannover - Soest;Schrankenabschluss;Strasse;52,2902241;9,63316514;5795385,059;3543278,347
1760;0;101810005;18,1 + 5;Bü 18.107 Hannover - Soest;Lichtzeichen / Blinklicht;Strasse;52,27747421;9,64005612;5793970,506;3543761,067
1760;0;101910081;19,1 + 81;Bü 19.183 Hannover - Soest;Schrankenabschluss;Strasse;52,27202009;9,65308605;5793371,563;3544655,847
1760;0;102390009;23,9 + 9;Bü 23.909 Hannover - Soest;Schrankenabschluss;Strasse;52,23979789;9,66449906;5789793,29;3545467,776
1760;0;103430071;34,3 + 71;Bü 34.368 Hannover - Soest;Schrankenabschluss;Strasse;52,21452837;9,55220135;5786917,16;3537818,236
1760;0;103530082;35,3 + 82;Bü 35.378 Hannover - Soest;Schrankenabschluss;Strasse;52,20791874;9,5422339;5786176,566;3537142,48
1760;0;103610070;36,1 + 70;Bü 36.167 Hannover - Soest;Schrankenabschluss;Strasse;52,20313381;9,53375309;5785639,847;3536566,666
1760;0;105940085;59,4 + 85;Bü 59.485 Hannover - Soest;Schrankenabschluss;Strasse;52,04834313;9,38459255;5768351,926;3526460,441
1760;0;106000013;60,0 + 13;Bü 60.012 Hannover - Soest;Schrankenabschluss;Strasse;52,04407531;9,38124302;5767875,847;3526233,144
1760;0;106090008;60,9 + 8;Bü 60.891 Hannover - Soest;Schrankenabschluss;Strasse;52,03795072;9,37296527;5767191,434;3525668,706
1760;0;106590083;65,9 + 83;Bü 65.982 Hannover - Soest;Schrankenabschluss;Strasse;52,00143661;9,33842598;5763117,028;3523317,561
1760;0;106620052;66,2 + 52;Bü 66.255 Hannover - Soest;Schrankenabschluss;Strasse;51,99905662;9,33808423;5762852,106;3523295,323
1760;0;107470035;74,7 + 35;Bü 74.73 Hannover - Soest;Schrankenabschluss;Strasse;51,95361214;9,24640165;5757770,365;3517015,793
1760;0;107620076;76,2 + 76;Bü 76.27 Hannover - Soest;Schrankenabschluss;Strasse;51,94246194;9,23524159;5756527,191;3516252,567
1760;0;107760013;77,6 + 13;Bü 77.608 Hannover - Soest;Schrankenabschluss;Strasse;51,9366362;9,22032483;5755875,777;3515228,77
1760;0;108170023;81,7 + 23;Bü 81.723 Hannover - Soest;Schrankenabschluss;Strasse;51,92716116;9,16651723;5754811,696;3511530,59
1760;0;108300099;83,0 + 99;Bü 83.11 Hannover - Soest;Schrankenabschluss;Strasse;51,92217538;9,14918522;5754254,366;3510339,475
1760;0;108970026;89,7 + 26;Bü 89.72 Hannover - Soest;Schrankenabschluss;Strasse;51,87773366;9,09465926;5749303,279;3506594,699
1760;0;109170016;91,7 + 16;Bü 91.72 Hannover - Soest;Schrankenabschluss;Strasse;51,86127814;9,0839903;5747471,465;3505862,096
1760;0;109410006;94,1 + 6;Bü 94.109 Hannover - Soest;Schrankenabschluss;Strasse;51,84122913;9,07347298;5745239,949;3505139,81
1760;0;109720081;97,2 + 81;Bü 97.273 Hannover - Soest;Schrankenabschluss;Strasse;51,81944893;9,04882968;5742815,18;3503443,008
1760;0;110570071;105,7 + 71;Bü 105.769 Hannover - Soest;Schrankenabschluss;Strasse;51,77754496;9,00173322;5738151,692;3500195,647
1760;0;111880042;118,8 + 42;Bü 118.827 Hannover - Soest;Schrankenabschluss;Strasse;51,7422818;8,84188192;5734240,064;3489154,594
1760;0;112000038;120,0 + 38;Bü 120.041 Hannover - Soest;Schrankenabschluss;Strasse;51,74796783;8,82757171;5734874,942;3488167,664
1760;0;112210092;122,1 + 92;Bü 122.202 Hannover - Soest;Schrankenabschluss;Strasse;51,73484031;8,8116375;5733417,071;3487063,435
1760;0;112740065;127,4 + 65;Bü 127.463 Hannover - Soest;Schrankenabschluss;Strasse;51,7147878;8,75204236;5731198,31;3482938,867
1760;0;113260085;132,6 + 85;Bü 132.673 Hannover - Soest;Schrankenabschluss;Strasse;51,72101347;8,68136892;5731909,942;3478057,431
1760;0;113730020;137,3 + 20;Bü 137.316 Hannover - Soest;Schrankenabschluss;Strasse;51,69902844;8,63357368;5729479,37;3474742,333
1760;0;114490040;144,9 + 40;Bü 144.94 Hannover - Soest;Schrankenabschluss;Strasse;51,65380545;8,55419719;5724478,391;3469223,773
1760;0;114680009;146,8 + 9;Bü 146.815 Hannover - Soest;Schrankenabschluss;Strasse;51,64461537;8,53159552;5723465,696;3467653,053
1760;0;114790009;147,9 + 9;Bü 147.909 Hannover - Soest;;Strasse;51,64370734;8,51612331;5723371,648;3466581,403
1760;0;114960000;149,6 + 0;Bü 149.606 Hannover - Soest;Schrankenabschluss;Strasse;51,64989195;8,49381689;5724070,204;3465042,098
1760;0;115410032;154,1 + 32;Bü 154.136 Hannover - Soest;Schrankenabschluss;Strasse;51,66693935;8,43433611;5725997,082;3460940,033
1760;0;115430076;154,3 + 76;Bü 154.381 Hannover - Soest;Schrankenabschluss;Strasse;51,66784646;8,43112523;5726099,732;3460718,673
1760;0;115670036;156,7 + 36;Bü 156.736 Hannover - Soest;Schrankenabschluss;Strasse;51,67233362;8,39804338;5726617,315;3458434,053
1760;0;115950088;159,5 + 88;Bü 159.595 Hannover - Soest;Schrankenabschluss;Strasse;51,67099383;8,35687593;5726492,526;3455584,898
1761;0;100040077;0,4 + 77;Bü 0.478 Weetzen - Haste;Schrankenabschluss;Strasse;52,29396487;9,63202225;5795800,615;3543196,733
1761;0;100220058;2,2 + 58;Bü 2.261 Weetzen - Haste;Schrankenabschluss;Strasse;52,28544355;9,61001421;5794839,565;3541703,201
1761;0;100470043;4,7 + 43;Bü 4.744 Weetzen - Haste;Schrankenabschluss;Strasse;52,27960941;9,57521551;5794170,965;3539333,725
1761;0;100890084;8,9 + 84;Bü 8.981 Weetzen - Haste;Schrankenabschluss;Strasse;52,27837342;9,51566671;5794002,83;3535270,606
1761;0;101020092;10,2 + 92;Bü 10.291 Weetzen - Haste;Schrankenabschluss;Strasse;52,2830079;9,49870598;5794510,408;3534109,482
1761;0;101060060;10,6 + 60;Bü 10.66 Weetzen - Haste;Schrankenabschluss;Strasse;52,28582869;9,49590687;5794822,97;3533916,313
1761;0;101130023;11,3 + 23;Bü 11.324 Weetzen - Haste;Schrankenabschluss;Strasse;52,29092483;9,49086052;5795387,678;3533568,113
1761;0;101150008;11,5 + 8;Bü 11.507 Weetzen - Haste;Schrankenabschluss;Strasse;52,29234019;9,48945278;5795544,517;3533470,997
1761;0;101370017;13,7 + 17;Bü 13.716 Weetzen - Haste;Schrankenabschluss;Strasse;52,30573261;9,46560976;5797023,985;3531834,634
1761;0;101470099;14,7 + 99;Bü 14.8 Weetzen - Haste;Nicht technisch gesichert;Strasse;52,31189851;9,45335171;5797704,77;3530994,238
1761;0;101570090;15,7 + 90;Bü 15.791 Weetzen - Haste;Nicht technisch gesichert;Strasse;52,31798731;9,44287508;5798377,86;3530275,599
1761;0;101640092;16,4 + 92;Bü 16.492 Weetzen - Haste;Schrankenabschluss;Strasse;52,32302549;9,43670657;5798935,914;3529851,59
1761;0;101690060;16,9 + 60;Bü 16.96 Weetzen - Haste;Nicht technisch gesichert;Strasse;52,32552106;9,43119695;5799211,349;3529474,28
1761;0;101800052;18,0 + 52;Bü 18.054 Weetzen - Haste;Schrankenabschluss;Strasse;52,33165435;9,41873851;5799888,828;3528620,941
1761;0;101860004;18,6 + 4;Bü 18.6 Weetzen - Haste;Schrankenabschluss;Strasse;52,33505652;9,41283633;5800265,084;3528216,439
1761;0;101940055;19,4 + 55;Bü 19.455 Weetzen - Haste;Schrankenabschluss;Strasse;52,33972405;9,40306922;5800780,7;3527547,788
1761;0;102040028;20,4 + 28;Bü 20.429 Weetzen - Haste;Schrankenabschluss;Strasse;52,34121074;9,38918431;5800940,948;3526600,556
1761;0;102100012;21,0 + 12;Bü 21.012 Weetzen - Haste;Schrankenabschluss;Strasse;52,34178162;9,38087944;5801001,46;3526034,212
1761;0;102240067;22,4 + 67;Bü 22.469 Weetzen - Haste;Nicht technisch gesichert;Strasse;52,35424823;9,37768551;5802387,514;3525809,296
1761;0;102270087;22,7 + 87;Bü 22.789 Weetzen - Haste;Nicht technisch gesichert;Strasse;52,35712352;9,37761526;5802707,43;3525802,84
1761;0;102410003;24,1 + 3;Bü 24.105 Weetzen - Haste;Lichtzeichen / Blinklicht;Strasse;52,36894717;9,37741288;5804023,013;3525782,189
1761;0;102440061;24,4 + 61;Bü 24.467 Weetzen - Haste;Lichtzeichen / Blinklicht;Strasse;52,37196714;9,37908787;5804359,651;3525894,514
1770;0;102450034;24,5 + 34;Bü 24.532 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,30209494;9,96057773;5796951,733;3565600,508
1770;0;102540086;25,4 + 86;Bü 25.485 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,29355063;9,96159821;5796001,944;3565682,743
1770;0;102770081;27,7 + 81;Bü 27.775 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,27296314;9,96404832;5793713,433;3565880,395
1770;0;103000047;30,0 + 47;Bü 30.045 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,25263538;9,96645845;5791453,799;3566075,078
1770;0;103130096;31,3 + 96;Bü 31.395 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,24052628;9,96788053;5790107,746;3566190,186
1770;0;103460064;34,6 + 64;Bü 34.66 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,21112467;9,96606916;5786834,66;3566110,063
1770;0;103500068;35,0 + 68;Bü 35.065 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,20750008;9,96569105;5786431,019;3566089,591
1770;0;103590000;35,9 + 0;Bü 35.893 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,20004604;9,96498903;5785600,993;3566052,642
1770;0;104340087;43,4 + 87;Bü 43.483 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,15911751;9,91302965;5781001,002;3562557,57
1770;0;104370040;43,7 + 40;Bü 43.735 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,15959291;9,90942192;5781050,796;3562310,023
1770;0;104440037;44,4 + 37;Bü 44.438 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,15974049;9,89920772;5781058,504;3561610,851
1770;0;104590051;45,9 + 51;Bü 45.95 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,16020148;9,87707046;5781091,251;3560095,357
1770;0;104660041;46,6 + 41;Bü 46.639 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,16198622;9,86744736;5781281,915;3559434,471
1770;0;104700053;47,0 + 53;Bü 47.052 Lehrte - Nordstemmen;;Strasse;52,1635883;9,86201989;5781455,746;3559060,964
1770;0;105060082;50,6 + 82;Bü 50.676 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,17017198;9,81144795;5782148,38;3555592,371
1770;0;105170038;51,7 + 38;Bü 51.742 Lehrte - Nordstemmen;Schrankenabschluss;Strasse;52,16940409;9,79596319;5782051,2;3554533,914
1771;0;102450053;24,5 + 53;Bü 24.553 Barnten - Rössing;Schrankenabschluss;Strasse;52,18122557;9,80640972;5783374,44;3555234,005
1771;0;102470008;24,7 + 8;Bü 24.706 Barnten - Rössing;Schrankenabschluss;Strasse;52,17983883;9,80660422;5783220,289;3555249,024
1771;0;102550019;25,5 + 19;Bü 25.518 Barnten - Rössing;Schrankenabschluss;Strasse;52,17352411;9,81204062;5782521,816;3555628,743
1772;0;104160042;41,6 + 42;Bü 41.644 Hildesheim - Groß Gleidingen;Schrankenabschluss;Strasse;52,16085764;9,96734727;5781242,793;3566272,032
1772;0;104230075;42,3 + 75;Bü 42.373 Hildesheim - Groß Gleidingen;;Strasse;52,16322507;9,97732869;5781515,362;3566951,5
1772;0;104480078;44,8 + 78;Bü 44.878 Hildesheim - Groß Gleidingen;;Strasse;52,17154474;10,01131454;5782472,932;3569264,078
1772;0;104550013;45,5 + 13;Bü 45.512 Hildesheim - Groß Gleidingen;Schrankenabschluss;Strasse;52,17365374;10,01993867;5782715,853;3569850,774
1772;0;104630066;46,3 + 66;Bü 46.366 Hildesheim - Groß Gleidingen;;Strasse;52,17648534;10,03152507;5783042,122;3570638,906
1772;0;104710002;47,1 + 2;Bü 47.102 Hildesheim - Groß Gleidingen;;Strasse;52,1789277;10,04152335;5783323,648;3571318,931
1772;0;104760089;47,6 + 89;Bü 47.689 Hildesheim - Groß Gleidingen;;Strasse;52,18087502;10,0494983;5783548,182;3571861,288
1772;0;104890039;48,9 + 39;Bü 48.939 Hildesheim - Groß Gleidingen;;Strasse;52,18494856;10,06652521;5784018,417;3573019,223
1772;0;104960090;49,6 + 90;Bü 49.69 Hildesheim - Groß Gleidingen;;Strasse;52,18643254;10,07723477;5784194,359;3573749,211
1772;0;105160012;51,6 + 12;Bü 51.612 Hildesheim - Groß Gleidingen;;Strasse;52,19009905;10,10469612;5784630,569;3575621,049
1772;0;105180011;51,8 + 11;Bü 51.811 Hildesheim - Groß Gleidingen;;Strasse;52,19047841;10,10753963;5784675,744;3575814,853
1772;0;105270055;52,7 + 55;Bü 52.755 Hildesheim - Groß Gleidingen;;Strasse;52,19227745;10,12102894;5784890,09;3576734,192
1772;0;105350024;53,5 + 24;Bü 53.524 Hildesheim - Groß Gleidingen;;Strasse;52,193742;10,13201831;5785064,718;3577483,099
1772;0;105450072;54,5 + 72;Bü 54.572 Hildesheim - Groß Gleidingen;;Strasse;52,19573589;10,14699599;5785302,663;3578503,725
1772;0;105650072;56,5 + 72;Bü 56.572 Hildesheim - Groß Gleidingen;;Strasse;52,19847439;10,17588019;5785638,998;3580473,719
1772;0;105720039;57,2 + 39;Bü 57.239 Hildesheim - Groß Gleidingen;;Strasse;52,19922379;10,18555814;5785733,156;3581134,037
1772;0;105780098;57,8 + 98;Bü 57.901 Hildesheim - Groß Gleidingen;Schrankenabschluss;Strasse;52,1999631;10,19512041;5785826,148;3581786,441
1772;0;105870007;58,7 + 7;Bü 58.708 Hildesheim - Groß Gleidingen;Schrankenabschluss;Strasse;52,20087155;10,20686659;5785940,53;3582587,816
1772;0;106350014;63,5 + 14;Bü 63.514 Hildesheim - Groß Gleidingen;;Strasse;52,20082138;10,27712767;5786017,238;3587391,375
1772;0;106640047;66,4 + 47;Bü 66.447 Hildesheim - Groß Gleidingen;;Strasse;52,19636707;10,31812438;5785571,803;3590203,15
1772;0;106980024;69,8 + 24;Bü 69.824 Hildesheim - Groß Gleidingen;;Strasse;52,20818469;10,36361483;5786944,188;3593288,697
1772;0;107150055;71,5 + 55;Bü 71.555 Hildesheim - Groß Gleidingen;;Strasse;52,21434702;10,3869022;5787660,025;3594867,357
1773;0;104200021;42,0 + 21;Bü 42.019 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,15613828;9,96890003;5780719,107;3566385,299
1773;0;104710004;47,1 + 4;Bü 47.103 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,11295481;9,9755989;5775920,424;3566908,339
1773;0;104730071;47,3 + 71;Bü 47.369 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,11096049;9,97776118;5775700,519;3567059,449
1773;0;104900052;49,0 + 52;Bü 49.053 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,10215733;9,9973949;5774739,336;3568417,919
1773;0;105040028;50,4 + 28;Bü 50.428 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,0980708;10,01617632;5774302,497;3569711,161
1773;0;105070011;50,7 + 11;Bü 50.725 Hildesheim - Goslar;Nicht technisch gesichert;Fuss- und Radwege;52,09770032;10,02026269;5774265,202;3569991,758
1773;0;105100037;51,0 + 37;Bü 51.037 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09724845;10,02496248;5774219,462;3570314,523
1773;0;105150073;51,5 + 73;Bü 51.573 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09647556;10,03268812;5774140,968;3570845,154
1773;0;105190044;51,9 + 44;Bü 51.942 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09596421;10,03804997;5774089,313;3571213,4
1773;0;105330016;53,3 + 16;Bü 53.313 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09408132;10,05785281;5773899,403;3572573,5
1773;0;105390033;53,9 + 33;Bü 53.933 Hildesheim - Goslar;;Strasse;52,09447568;10,0667752;5773952,227;3573184,313
1773;0;105480082;54,8 + 82;Bü 54.882 Hildesheim - Goslar;;Strasse;52,09619081;10,08035235;5774156,816;3574111,917
1773;0;105620038;56,2 + 38;Bü 56.238 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,098373;10,09983971;5774419,665;3575443,656
1773;0;105760065;57,6 + 65;Bü 57.664 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09980848;10,12050126;5774601,032;3576857,001
1773;0;105790044;57,9 + 44;Bü 57.943 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,09980363;10,12458363;5774604,817;3577136,74
1773;0;105880006;58,8 + 6;Bü 58.806 Hildesheim - Goslar;;Strasse;52,09861817;10,13682394;5774485,982;3577977,531
1773;0;105880008;58,8 + 8;Bü 58.808 Hildesheim - Goslar;;Strasse;52,09861214;10,13684963;5774485,338;3577979,302
1773;0;105970030;59,7 + 30;Bü 59.73 Hildesheim - Goslar;;Strasse;52,09572224;10,14941893;5774177,36;3578845,683
1773;0;106070092;60,7 + 92;Bü 60.792 Hildesheim - Goslar;;Strasse;52,09823214;10,16433395;5774472,906;3579863,296
1773;0;106300062;63,0 + 62;Bü 63.062 Hildesheim - Goslar;;Strasse;52,09785895;10,19599756;5774466,653;3582033,688
1773;0;106400076;64,0 + 76;Bü 64.076 Hildesheim - Goslar;;Strasse;52,09328621;10,2088199;5773972,43;3582920,799
1773;0;106420079;64,2 + 79;Bü 64.279 Hildesheim - Goslar;;Strasse;52,09234831;10,2113667;5773870,986;3583097,075
1773;0;106510065;65,1 + 65;Bü 65.165 Hildesheim - Goslar;;Strasse;52,09030548;10,22382273;5773658,012;3583954,549
1773;0;106580037;65,8 + 37;Bü 65.837 Hildesheim - Goslar;;Strasse;52,08816461;10,23300198;5773430,457;3584587,699
1773;0;106650058;66,5 + 58;Bü 66.559 Hildesheim - Goslar;;Strasse;52,08530438;10,24243038;5773123,238;3585239,355
1773;0;106810000;68,1 + 0;Bü 68.101 Hildesheim - Goslar;;Strasse;52,08063378;10,26353579;5772628,541;3586695,027
1773;0;106920076;69,2 + 76;Bü 69.276 Hildesheim - Goslar;;Strasse;52,07549082;10,27792773;5772073,592;3587691,666
1773;0;106990075;69,9 + 75;Bü 69.975 Hildesheim - Goslar;;Strasse;52,06946421;10,28016449;5771405,763;3587856,833
1773;0;107130005;71,3 + 5;Bü 71.305 Hildesheim - Goslar;;Strasse;52,05751431;10,28011846;5770076,146;3587877,11
1773;0;107200019;72,0 + 19;Bü 72.019 Hildesheim - Goslar;;Strasse;52,05139978;10,28310224;5769399,448;3588093,77
1773;0;107280019;72,8 + 19;Bü 72.819 Hildesheim - Goslar;;Strasse;52,04482759;10,2878342;5768673,964;3588431,321
1773;0;107500091;75,0 + 91;Bü 75.1 Hildesheim - Goslar;;Fuss- und Radwege;52,0377715;10,31243012;5767919,096;3590132,9
1773;0;107530072;75,3 + 72;Bü 75.400 Hildesheim - Goslar;Nicht technisch gesichert;Fuss- und Radwege;52,03818969;10,31646153;5767970,629;3590408,674
1773;0;107690002;76,9 + 2;Bü 76.93 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,0345387;10,33583581;5767588,682;3591745,504
1773;0;107770049;77,7 + 49;Bü 77.756 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,02862371;10,34361769;5766940,427;3592291,668
1773;0;107820026;78,2 + 26;Bü 78.229 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,02651175;10,34954945;5766712,994;3592703,124
1773;0;108110085;81,1 + 85;Bü 81.185 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,00960093;10,38158165;5764872,82;3594937,338
1773;0;108150005;81,5 + 5;Bü 81.506 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,00734962;10,38448246;5764626,131;3595141,273
1773;0;108270035;82,7 + 35;Bü 82.745 Hildesheim - Goslar;Schrankenabschluss;Strasse;52,0004202;10,3978981;5763872,801;3596077,238
1773;0;108310085;83,1 + 85;Bü 83.185 Hildesheim - Goslar;Schrankenabschluss;Strasse;51,99780241;10,4027285;5763587,939;3596414,572
1773;0;108360095;83,6 + 95;Bü 83.695 Hildesheim - Goslar;Schrankenabschluss;Strasse;51,99336973;10,40419645;5763096,712;3596524,911
1801;0;100520035;5,2 + 35;Bü 5.235 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,57336087;9,90127045;5715819,048;3562559,308
1801;0;100680028;6,8 + 28;Bü 6.829 Göttingen - Bodenfelde;Lichtzeichen / Blinklicht;Strasse;51,58276805;9,88641926;5716853,067;3561517,037
1801;0;100760018;7,6 + 18;Bü 7.619 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58874032;9,88050902;5717512,569;3561099,382
1801;0;100900020;9,0 + 20;Bü 9.02 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58565831;9,86184509;5717154,264;3559809,949
1801;0;100990004;9,9 + 4;Bü 9.901 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58661454;9,84931973;5717250,492;3558940,603
1801;0;101070059;10,7 + 59;Bü 10.755 Göttingen - Bodenfelde;Schrankenabschluss;Strasse;51,58704147;9,83704025;5717288,176;3558089,008
1801;0;101130073;11,3 + 73;Bü 11.369 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58554545;9,8285202;5717115,009;3557500,402
1801;0;101270046;12,7 + 46;Bü 12.74 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58709224;9,8097584;5717272,532;3556198,144
1801;0;101460058;14,6 + 58;Bü 14.655 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,59188386;9,78566722;5717787,415;3554522,746
1801;0;101490097;14,9 + 97;Bü 14.995 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,59339873;9,7814258;5717952,805;3554227,019
1801;0;101620058;16,2 + 58;Bü 16.256 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,58956574;9,76741751;5717516,076;3553260,766
1801;0;101730089;17,3 + 89;Bü 17.389 Göttingen - Bodenfelde;Schrankenabschluss;Strasse;51,58041388;9,76357824;5716495,084;3553005,328
1801;0;102080072;20,8 + 72;Bü 20.872 Göttingen - Bodenfelde;Lichtzeichen / Blinklicht;Strasse;51,57068757;9,7192331;5715381,801;3549942,116
1801;0;102460005;24,6 + 5;Bü 24.605 Göttingen - Bodenfelde;Lichtzeichen / Blinklicht;Strasse;51,58818753;9,68118673;5717303,539;3547286,165
1801;0;102550007;25,5 + 7;Bü 25.507 Göttingen - Bodenfelde;Nicht technisch gesichert;Strasse;51,59362993;9,67193564;5717903,114;3546639,454
1810;0;108940036;89,4 + 36;Bü 89.44 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,70847679;9,99559594;5730936,338;3568893,715
1810;0;108970065;89,7 + 65;Bü 89.765 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,70866227;10,00035357;5730961,471;3569222,282
1810;0;108990077;89,9 + 77;Bü 89.987 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,70878084;10,00341939;5730977,571;3569434,011
1810;0;109110038;91,1 + 38;Bü 91.133 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,7093583;10,02021357;5731057,909;3570593,926
1810;0;109370097;93,7 + 97;Bü 93.785 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,70152149;10,05636985;5730221,56;3573105,628
1810;0;109410090;94,1 + 90;Bü 94.19 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,70014002;10,06160326;5730073,111;3573469,653
1810;0;109600079;96,0 + 79;Bü 96.079 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,69285978;10,0862455;5729288,199;3575185,292
1810;0;109680086;96,8 + 86;Bü 96.885 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,6883107;10,09536736;5728791,509;3575823,606
1810;0;109730064;97,3 + 64;Bü 97.375 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,68561056;10,10075698;5728496,707;3576200,831
1810;0;109780063;97,8 + 63;Bü 97.863 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,68324047;10,10683175;5728239,372;3576624,928
1810;0;109800085;98,0 + 85;Bü 98.085 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,6822168;10,10956753;5728128,354;3576815,861
1810;0;109860040;98,6 + 40;Bü 98.64 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,67849154;10,11491204;5727719,527;3577191,815
1810;0;109970098;99,7 + 98;Bü 99.8 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,67087425;10,12632256;5726884,172;3577994,101
1810;0;110080025;100,8 + 25;Bü 100.825 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,6665355;10,1393887;5726415,484;3578905,51
1810;0;110260002;102,6 + 2;Bü 102.605 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,65993782;10,1628247;5725707,014;3580538,584
1810;0;110340046;103,4 + 46;Bü 103.45 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,65921056;10,1746187;5725639,161;3581355,954
1810;0;110440010;104,4 + 10;Bü 104.415 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,66043108;10,18820729;5725790,159;3582294,002
1810;0;110540093;105,4 + 93;Bü 105.489 Northeim - Nordhausen;Schrankenabschluss;Strasse;51,65543963;10,20150445;5725249,888;3583223,203
