STRECKE_NR;RICHTUNG;KM_I;KM_L;BEZEICHNUNG;TECHN_SICHERUNG;STRASSENART;GEOGR_BREITE;GEOGR_LAENGE;GK_H_DGN;GK_R_DGN
1000;0;117310013;173,1 + 13;Bü 173.114 Flensburg-Weiche - Flensb. Gr;Schrankenabschluss;Strasse;54,759941;9,39961214;6070137,808;3525801,083
1000;0;117730060;177,3 + 60;Bü 177.36 Flensburg-Weiche - Flensb. Gr;Schrankenabschluss;Strasse;54,79452802;9,37456587;6073979,067;3524168,173
1000;0;117840036;178,4 + 36;Bü 178.436 Flensburg-Weiche - Flensb. Gr;Schrankenabschluss;Strasse;54,80371842;9,36938291;6075000,359;3523829,416
1000;0;117910013;179,1 + 13;Bü 179.113 Flensburg-Weiche - Flensb. Gr;Nicht technisch gesichert;Strasse;54,80950055;9,36611999;6075642,917;3523616,232
1000;0;117950053;179,5 + 53;Bü 179.552 Flensburg-Weiche - Flensb. Gr;Nicht technisch gesichert;Strasse;54,81325834;9,36399819;6076060,519;3523477,636
1011;0;100110082;1,1 + 82;Bü 1.182 Jübek - Husum;Nicht technisch gesichert;Strasse;54,5646065;9,38829438;6048389,901;3525192,718
1011;0;100190033;1,9 + 33;Bü 1.933 Jübek - Husum;Nicht technisch gesichert;Strasse;54,5627858;9,37712632;6048183,3;3524471,406
1011;0;100240071;2,4 + 71;Bü 2.471 Jübek - Husum;Nicht technisch gesichert;Strasse;54,56143366;9,36914607;6048030,049;3523955,976
1011;0;100410018;4,1 + 18;Bü 4.118 Jübek - Husum;Lichtzeichen / Blinklicht;Strasse;54,55729254;9,34471834;6047561,063;3522378,019
1011;0;100440028;4,4 + 28;Bü 4.428 Jübek - Husum;Lichtzeichen / Blinklicht;Strasse;54,5565126;9,34012106;6047472,796;3522081,013
1011;0;100510004;5,1 + 4;Bü 5.104 Jübek - Husum;Schrankenabschluss;Strasse;54,55481061;9,33009691;6047280,251;3521433,367
1011;0;100610069;6,1 + 69;Bü 6.169 Jübek - Husum;Nicht technisch gesichert;Strasse;54,55056545;9,31549994;6046803,37;3520491,063
1011;0;100820057;8,2 + 57;Bü 8.259 Jübek - Husum;Nicht technisch gesichert;Strasse;54,53930335;9,28970912;6045542,56;3518827,386
1011;0;100930027;9,3 + 27;Bü 9.329 Jübek - Husum;Schrankenabschluss;Strasse;54,53352555;9,27650865;6044895,972;3517975,519
1011;0;100960004;9,6 + 4;Bü 9.606 Jübek - Husum;Nicht technisch gesichert;Fuss- und Radwege;54,5320344;9,27309535;6044729,123;3517755,207
1011;0;101060009;10,6 + 9;Bü 10.611 Jübek - Husum;Nicht technisch gesichert;Strasse;54,52556797;9,2623648;6044006,676;3517063,237
1011;0;101210038;12,1 + 38;Bü 12.144 Jübek - Husum;Schrankenabschluss;Strasse;54,51459363;9,24818551;6042781,751;3516149,488
1011;0;101330052;13,3 + 52;Bü 13.345 Jübek - Husum;Nicht technisch gesichert;Strasse;54,50589044;9,23690458;6041810,45;3515422,154
1011;0;101430050;14,3 + 50;Bü 14.348 Jübek - Husum;Schrankenabschluss;Strasse;54,50229305;9,22340824;6041407,153;3514549,165
1011;0;101500080;15,0 + 80;Bü 15.08 Jübek - Husum;Nicht technisch gesichert;Strasse;54,50152898;9,2122261;6041319,859;3513825,006
1011;0;101580015;15,8 + 15;Bü 15.82 Jübek - Husum;Schrankenabschluss;Strasse;54,50077204;9,20095661;6041233,458;3513095,158
1011;0;101660015;16,6 + 15;Bü 16.615 Jübek - Husum;Nicht technisch gesichert;Strasse;54,49773946;9,19005452;6040893,929;3512389,77
1011;0;101740070;17,4 + 70;Bü 17.47 Jübek - Husum;Nicht technisch gesichert;Strasse;54,49195631;9,18145827;6040248,717;3511834,474
1011;0;102040046;20,4 + 46;Bü 20.446 Jübek - Husum;Schrankenabschluss;Strasse;54,48047101;9,14025796;6038964,149;3509167,254
1011;0;102180003;21,8 + 3;Bü 21.8 Jübek - Husum;Nicht technisch gesichert;Strasse;54,47775478;9,12002295;6038659,372;3507856,179
1011;0;102270087;22,7 + 87;Bü 22.786 Jübek - Husum;Nicht technisch gesichert;Fuss- und Radwege;54,47769566;9,10485044;6038651,22;3506872,673
1011;0;102290061;22,9 + 61;Bü 22.961 Jübek - Husum;Nicht technisch gesichert;Fuss- und Radwege;54,47799215;9,10221148;6038683,972;3506701,562
1011;0;102310088;23,1 + 88;Bü 23.192 Jübek - Husum;Schrankenabschluss;Strasse;54,47870055;9,09893808;6038762,523;3506489,263
1011;0;102460099;24,6 + 99;Bü 24.7 Jübek - Husum;Schrankenabschluss;Strasse;54,47779239;9,07602289;6038659,587;3505003,993
1011;0;102500040;25,0 + 40;Bü 25.04 Jübek - Husum;Schrankenabschluss;Strasse;54,47585688;9,07207917;6038443,87;3504748,573
1011;0;102570039;25,7 + 39;Bü 25.737 Jübek - Husum;Nicht technisch gesichert;Strasse;54,47237516;9,06328723;6038055,761;3504178,982
1020;0;100420052;4,2 + 52;Bü 4.25 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,31982174;10,09173495;6021622,736;3571115,727
1020;0;100560096;5,6 + 96;Bü 5.7 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,33167;10,08268201;6022932,415;3570506,424
1020;0;100790010;7,9 + 10;Bü 7.91 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,35038911;10,09160272;6025024,878;3571054,453
1020;0;101360012;13,6 + 12;Bü 13.615 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,37018574;10,02971868;6027167,812;3566998,571
1020;0;101440023;14,4 + 23;Bü 14.421 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,37536404;10,02094404;6027735,89;3566419,968
1020;0;101550012;15,5 + 12;Bü 15.511 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,38309409;10,01072854;6028586,722;3565743,817
1020;0;101610092;16,1 + 92;Bü 16.19 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,38810262;10,00475024;6029138,648;3565347,467
1020;0;101650001;16,5 + 1;Bü 16.497 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,39038417;10,00202666;6029390,079;3565166,93
1020;0;101710043;17,1 + 43;Bü 17.147 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,39511771;9,9963748;6029911,746;3564792,351
1020;0;101860038;18,6 + 38;Bü 18.64 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,40613415;9,98319545;6031125,923;3563919,245
1020;0;101890077;18,9 + 77;Bü 18.98 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,40860848;9,98016235;6031398,589;3563718,467
1020;0;101920049;19,2 + 49;Bü 19.25 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,41061804;9,97777703;6031620,114;3563560,487
1020;0;102000032;20,0 + 32;Bü 20.04 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,41578771;9,96971754;6032188,301;3563029,301
1020;0;102070012;20,7 + 12;Bü 20.71 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,41973896;9,96172467;6032620,99;3562504,422
1020;0;102100013;21,0 + 13;Bü 21.019 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,42148799;9,95818645;6032812,54;3562272,104
1020;0;102150078;21,5 + 78;Bü 21.58 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,42477166;9,95154538;6033172,193;3561836,106
1020;0;102240021;22,4 + 21;Bü 22.425 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,42967164;9,94162648;6033708,945;3561185,047
1020;0;102470022;24,7 + 22;Bü 24.73 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,43754053;9,91111022;6034558,768;3559193,348
1020;0;102520030;25,2 + 30;Bü 25.23 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,43769908;9,90335677;6034569,935;3558690,053
1020;0;102630037;26,3 + 37;Bü 26.34 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,44070271;9,88708695;6034890,844;3557630,207
1020;0;102690052;26,9 + 52;Bü 26.952 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,44237517;9,87804956;6035069,655;3557041,555
1020;0;102740004;27,4 + 4;Bü 27.405 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,44397106;9,87167779;6035242,156;3556625,983
1020;0;102790029;27,9 + 29;Bü 27.929 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,44683281;9,86524333;6035555,545;3556204,645
1020;0;102830048;28,3 + 48;Bü 28.348 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,44850089;9,85947034;6035736,631;3555827,892
1020;0;102900082;29,0 + 82;Bü 29.083 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,4525585;9,85116754;6036181,736;3555283,862
1020;0;102990008;29,9 + 8;Bü 29.908 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,45881001;9,84435962;6036872,269;3554833,957
1020;0;102990057;29,9 + 57;Bü 29.96 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Fuss- und Radwege;54,4592099;9,84402518;6036916,52;3554811,735
1020;0;103070040;30,7 + 40;Bü 30.74 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,46522595;9,83779727;6037581,337;3554399,891
1020;0;103100058;31,0 + 58;Bü 31.058 Kiel-Hassee C. - Flensburg;;Fuss- und Radwege;54,46758243;9,83504099;6037841,512;3554218,063
1020;0;103130099;31,3 + 99;Bü 31.4 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,47029746;9,8326016;6038141,847;3554056,328
1020;0;103540060;35,4 + 60;Bü 35.459 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,50366621;9,81409807;6041842,084;3552813,748
1020;0;103630032;36,3 + 32;Bü 36.332 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,51150451;9,81442542;6042714,811;3552824,855
1020;0;103820035;38,2 + 35;Bü 38.234 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,52846283;9,81711848;6044604,47;3552977,352
1020;0;103870077;38,7 + 77;Bü 38.76 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,53322625;9,81885612;6045135,997;3553083,675
1020;0;103910038;39,1 + 38;Bü 39.127 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,53645321;9,81949751;6045495,675;3553121,009
1020;0;103980003;39,8 + 3;Bü 39.803 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,54239308;9,82054547;6046157,636;3553181,127
1020;0;104050084;40,5 + 84;Bü 40.581 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,54939278;9,82130839;6046937,355;3553221,403
1020;0;104200084;42,0 + 84;Bü 42.09 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,56284796;9,82262728;6048436,061;3553289,224
1020;0;104320036;43,2 + 36;Bü 43.236 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,57301799;9,82588291;6049570,567;3553486,519
1020;0;104400049;44,0 + 49;Bü 44.049 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,57986346;9,8234808;6050330,723;3553322,251
1020;0;104440090;44,4 + 90;Bü 44.49 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,58330569;9,82010501;6050711,331;3553099,508
1020;0;104470064;44,7 + 64;Bü 44.764 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,58545515;9,81803985;6050949,034;3552963,205
1020;0;104590088;45,9 + 88;Bü 45.988 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,59290284;9,80433696;6051767,827;3552067,831
1020;0;104650010;46,5 + 10;Bü 46.51 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,59691165;9,80016572;6052210,978;3551793,131
1020;0;104760037;47,6 + 37;Bü 47.637 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,60572577;9,79158696;6053185,817;3551227,621
1020;0;104790045;47,9 + 45;Bü 47.945 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,60825572;9,78965777;6053466,029;3551099,797
1020;0;105010010;50,1 + 10;Bü 50.11 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,6263045;9,77720885;6055466,115;3550273,205
1020;0;105120005;51,2 + 5;Bü 51.206 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,63557928;9,7716931;6056494,59;3549905,63
1020;0;105120084;51,2 + 84;Bü 51.284 Kiel-Hassee C. - Flensburg;;Strasse;54,63627366;9,77144193;6056571,705;3549888,563
1020;0;105170012;51,7 + 12;Bü 51.712 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,63968708;9,76846752;6056949,558;3549692,351
1020;0;105210035;52,1 + 35;Bü 52.13 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,64276803;9,76468575;6057289,843;3549444,451
1020;0;105240026;52,4 + 26;Bü 52.425 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,64453299;9,76136026;6057483,975;3549227,631
1020;0;105360066;53,6 + 66;Bü 53.667 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,65337867;9,74988443;6058460,647;3548476,281
1020;0;105400079;54,0 + 79;Bü 54.08 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,65622482;9,74577793;6058774,64;3548207,874
1020;0;105430081;54,3 + 81;Bü 54.381 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,65830651;9,74277594;6059004,307;3548011,681
1020;0;105480004;54,8 + 4;Bü 54.805 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,66112947;9,73839526;6059315,559;3547725,672
1020;0;105510007;55,1 + 7;Bü 55.113 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,66297787;9,73493688;6059518,97;3547500,349
1020;0;105560045;55,6 + 45;Bü 55.645 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,66625804;9,72882225;6059879,987;3547101,999
1020;0;105620090;56,2 + 90;Bü 56.29 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,67038442;9,72184415;6060334,659;3546647,036
1020;0;105650066;56,5 + 66;Bü 56.566 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,67244211;9,71945664;6060562,128;3546490,658
1020;0;105700012;57,0 + 12;Bü 57.012 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,67573024;9,71550449;6060925,538;3546231,966
1020;0;105720069;57,2 + 69;Bü 57.269 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,67764976;9,71327572;6061137,745;3546086,024
1020;0;105760010;57,6 + 10;Bü 57.61 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,68020752;9,71036498;6061420,556;3545895,389
1020;0;105840006;58,4 + 6;Bü 58.405 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,68612419;9,70344433;6062074,672;3545442,408
1020;0;105860069;58,6 + 69;Bü 58.668 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,68807884;9,70115236;6062290,774;3545292,424
1020;0;105920070;59,2 + 70;Bü 59.27 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,69254869;9,69590859;6062784,969;3544949,334
1020;0;105980099;59,8 + 99;Bü 59.899 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,69743211;9,69106512;6063325,479;3544631,673
1020;0;106100053;61,0 + 53;Bü 61.053 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,70671449;9,68310493;6064353,722;3544108,402
1020;0;106230008;62,3 + 8;Bü 62.308 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,71572941;9,67164089;6065350,087;3543359,848
1020;0;106250046;62,5 + 46;Bü 62.546 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,71706151;9,66875569;6065496,594;3543172,502
1020;0;106310017;63,1 + 17;Bü 63.116 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,72015006;9,66168211;6065836,076;3542713,426
1020;0;106400031;64,0 + 31;Bü 64.031 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,72616138;9,65222005;6066499,521;3542097,501
1020;0;106550090;65,5 + 90;Bü 65.59 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,7366903;9,63628512;6067662,13;3541060,226
1020;0;106760031;67,6 + 31;Bü 67.618 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,74696717;9,61040088;6068791,299;3539383,047
1020;0;106890046;68,9 + 46;Bü 68.946 Kiel-Hassee C. - Flensburg;Lichtzeichen / Blinklicht;Strasse;54,75494668;9,59535802;6069671,224;3538406,83
1020;0;107030085;70,3 + 85;Bü 70.385 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,76353826;9,57870872;6070618,639;3537327,024
1020;0;107050034;70,5 + 34;Bü 70.531 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,76411404;9,57661277;6070681,622;3537191,584
1020;0;107140076;71,4 + 76;Bü 71.476 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,76661525;9,56264378;6070952,746;3536290,201
1020;0;107160029;71,6 + 29;Bü 71.629 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,7670103;9,56036716;6070995,549;3536143,318
1020;0;107190060;71,9 + 60;Bü 71.96 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,76786475;9,55544173;6071088,142;3535825,549
1020;0;107330038;73,3 + 38;Bü 73.338 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,77142499;9,53493702;6071474,2;3534502,809
1020;0;107370068;73,7 + 68;Bü 73.767 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,77294035;9,5287903;6071639,885;3534105,958
1020;0;107400099;74,0 + 99;Bü 74.099 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,77421784;9,5241547;6071779,852;3533806,577
1020;0;107440035;74,4 + 35;Bü 74.435 Kiel-Hassee C. - Flensburg;Schrankenabschluss;Strasse;54,77551651;9,51944176;6071922,16;3533502,221
1020;0;107540003;75,4 + 3;Bü 75.403 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,77926189;9,5058664;6072332,701;3532625,644
1020;0;107590018;75,9 + 18;Bü 75.917 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,78125351;9,49864261;6072551,074;3532159,262
1020;0;107640036;76,4 + 36;Bü 76.436 Kiel-Hassee C. - Flensburg;Nicht technisch gesichert;Strasse;54,78262332;9,49102294;6072700,098;3531667,94
1022;0;100280021;2,8 + 21;Bü 2.821 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,30801725;10,10051067;6020317,728;3571707,246
1022;0;100780040;7,8 + 40;Bü 7.84 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,3125919;10,03233905;6020759,825;3567262,724
1022;0;100860082;8,6 + 82;Bü 8.685 Kiel - Osterrönfeld;Nicht technisch gesichert;Strasse;54,31407939;10,01964623;6020913,373;3566434,284
1022;0;100890083;8,9 + 83;Bü 8.983 Kiel - Osterrönfeld;Nicht technisch gesichert;Fuss- und Radwege;54,31460392;10,01511676;6020967,504;3566138,677
1022;0;100950075;9,5 + 75;Bü 9.575 Kiel - Osterrönfeld;Lichtzeichen / Blinklicht;Strasse;54,3160112;10,00635799;6021115,973;3565566,45
1022;0;101170012;11,7 + 12;Bü 11.709 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,31965459;9,97463206;6021492,508;3563496,293
1022;0;101260062;12,6 + 62;Bü 12.661 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,31447178;9,96323943;6020905,449;3562762,864
1022;0;101310030;13,1 + 30;Bü 13.13 Kiel - Osterrönfeld;Nicht technisch gesichert;Strasse;54,31143402;9,95828563;6020562,94;3562445,078
1022;0;101390063;13,9 + 63;Bü 13.963 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,30991792;9,94612678;6020383,507;3561656,018
1022;0;101800095;18,0 + 95;Bü 18.1 Kiel - Osterrönfeld;Nicht technisch gesichert;Fuss- und Radwege;54,31380129;9,88321231;6020762,652;3557555,836
1022;0;102440029;24,4 + 29;Bü 24.43 Kiel - Osterrönfeld;Lichtzeichen / Blinklicht;Strasse;54,30980791;9,78845805;6020245,089;3551394,291
1022;0;102580015;25,8 + 15;Bü 25.81 Kiel - Osterrönfeld;Lichtzeichen / Blinklicht;Strasse;54,30465197;9,76907508;6019657,269;3550138,995
1022;0;102720095;27,2 + 95;Bü 27.294 Kiel - Osterrönfeld;Schrankenabschluss;Strasse;54,29913167;9,74838349;6019028,335;3548798,618
1023;0;100240073;2,4 + 73;Bü 2.471 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,29612824;10,14328433;6019038,727;3574512,675
1023;0;100320027;3,2 + 27;Bü 3.225 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,29382163;10,15408764;6018793,447;3575220,224
1023;0;100470073;4,7 + 73;Bü 4.773 Kiel - Neustadt(Holst);;Fuss- und Radwege;54,28961358;10,17513674;6018347,705;3576598,5
1023;0;100530030;5,3 + 30;Bü 5.33 Kiel - Neustadt(Holst);;Strasse;54,28660858;10,18190336;6018020,602;3577044,711
1023;0;100640008;6,4 + 8;Bü 6.409 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,28441004;10,19798248;6017793,56;3578095,933
1023;0;101080009;10,8 + 9;Bü 10.808 Kiel - Neustadt(Holst);Lichtzeichen / Blinklicht;Strasse;54,27013182;10,25004831;6016263,201;3581514,763
1023;0;101340022;13,4 + 22;Bü 13.422 Kiel - Neustadt(Holst);Nicht technisch gesichert;Fuss- und Radwege;54,25143519;10,27302093;6014209,01;3583048,852
1023;0;101450021;14,5 + 21;Bü 14.519 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,24181321;10,27589555;6013141,464;3583255,561
1023;0;101570072;15,7 + 72;Bü 15.774 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,23060669;10,27604495;6011894,354;3583287,845
1023;0;101590047;15,9 + 47;Bü 15.948 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,2290886;10,27670365;6011726,168;3583333,852
1023;0;101610033;16,1 + 33;Bü 16.132 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,22753328;10,27772052;6011554,26;3583403,295
1023;0;101750072;17,5 + 72;Bü 17.574 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,21511392;10,27443579;6010168,116;3583214,039
1023;0;101780048;17,8 + 48;Bü 17.843 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,21280465;10,27288149;6009909,267;3583117,282
1023;0;101920095;19,2 + 95;Bü 19.298 Kiel - Neustadt(Holst);Lichtzeichen / Blinklicht;Strasse;54,20036901;10,276889;6008529,906;3583403,738
1023;0;102040072;20,4 + 72;Bü 20.473 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,1930704;10,2898274;6007732,918;3584262,866
1023;0;102160094;21,6 + 94;Bü 21.687 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,18580206;10,30383901;6006940,75;3585192,284
1023;0;102340000;23,4 + 0;Bü 23.396 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,17229772;10,31521529;6005451,504;3585962,882
1023;0;102380089;23,8 + 89;Bü 23.886 Kiel - Neustadt(Holst);Lichtzeichen / Blinklicht;Strasse;54,16836481;10,31851629;6005017,795;3586186,602
1023;0;102530033;25,3 + 33;Bü 25.327 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,15641357;10,32707379;6003698,108;3586770,431
1023;0;102570095;25,7 + 95;Bü 25.789 Kiel - Neustadt(Holst);Nicht technisch gesichert;Fuss- und Radwege;54,1525884;10,3298117;6003275,737;3586957,293
1023;0;102690072;26,9 + 72;Bü 26.973 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,14947943;10,34371161;6002946,893;3587871,95
1023;0;102790033;27,9 + 33;Bü 27.933 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,15335135;10,35655943;6003393,864;3588703,085
1023;0;102940041;29,4 + 41;Bü 29.442 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,15562616;10,37770635;6003673,769;3590079,642
1023;0;102970022;29,7 + 22;Bü 29.728 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,15607126;10,3819082;6003728,667;3590353,157
1023;0;103120028;31,2 + 28;Bü 31.227 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,14969153;10,4009649;6003043,135;3591612,09
1023;0;103420069;34,2 + 69;Bü 34.272 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,16728879;10,43464226;6005045,788;3593772,592
1023;0;103650034;36,5 + 34;Bü 36.537 Kiel - Neustadt(Holst);Nicht technisch gesichert;Fuss- und Radwege;54,17683399;10,46411451;6006147,614;3595675,281
1023;0;103650036;36,5 + 36;Bü 36.536 Kiel - Neustadt(Holst);;Strasse;54,17683628;10,46413714;6006147,899;3595676,753
1023;0;103790095;37,9 + 95;Bü 37.995 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,17322425;10,48513226;6005774,509;3597055,983
1023;0;103860001;38,6 + 1;Bü 38.602 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,17391848;10,49432797;6005864,434;3597654,791
1023;0;104110001;41,1 + 1;Bü 41.098 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,17079245;10,53187589;6005569,031;3600114,011
1023;0;104170096;41,7 + 96;Bü 41.793 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,16845484;10,54161287;6005322,698;3600755,506
1023;0;104230069;42,3 + 69;Bü 42.362 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,16754212;10,55014273;6005233,304;3601314,759
1023;0;104310080;43,1 + 80;Bü 43.18 Kiel - Neustadt(Holst);Schrankenabschluss;Fuss- und Radwege;54,16458992;10,56124776;6004920,709;3602047,225
1023;0;104340062;43,4 + 62;Bü 43.468 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,16353275;10,56514883;6004808,689;3602304,606
1023;0;104390088;43,9 + 88;Bü 43.989 Kiel - Neustadt(Holst);Nicht technisch gesichert;Strasse;54,16002422;10,57042205;6004425,851;3602657,681
1023;0;104440000;44,4 + 0;Bü 44.404 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,15693125;10,57388217;6004086,65;3602891,349
1023;0;104580019;45,8 + 19;Bü 45.821 Kiel - Neustadt(Holst);Lichtzeichen / Blinklicht;Strasse;54,14819041;10,5895239;6003136,72;3603934,96
1023;0;104690018;46,9 + 18;Bü 46.918 Kiel - Neustadt(Holst);Schrankenabschluss;Strasse;54,14103031;10,60108262;6002356,895;3604708,194
